id,display_id,title,step_no,step_name,substep_name,difficulty,leetcode_url,tuf_article_url
"check-if-two-strings-are-anagram-of-each-other","Q-2809","Check if two strings are anagram of each other",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Easy","https://leetcode.com/problems/valid-anagram/#:~:text=Given%20two%20strings%20s%20and,the%20original%20letters%20exactly%20once.&text=Constraints%3A,.length%20%3C%3D%205%20*%2010","https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/"
"isomorphic-string","Q-393","Isomorphic String",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Easy","https://leetcode.com/problems/isomorphic-strings/","https://takeuforward.org/data-structure/isomorphic-string"
"largest-odd-number-in-a-string","Q-394","Largest Odd Number in a String",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Easy","https://leetcode.com/problems/largest-odd-number-in-string/","https://takeuforward.org/data-structure/largest-odd-number-in-a-string"
"longest-common-prefix","Q-395","Longest Common Prefix",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Easy","https://leetcode.com/problems/longest-common-prefix/","https://takeuforward.org/data-structure/longest-common-prefix"
"remove-outermost-parentheses","Q-892","Remove Outermost Parentheses",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Medium","https://leetcode.com/problems/remove-outermost-parentheses/","https://takeuforward.org/data-structure/remove-outermost-parentheses"
"reverse-words-in-a-given-string-palindrome-check","Q-2863","Reverse words in a given string / Palindrome Check",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Medium","https://leetcode.com/problems/reverse-words-in-a-string/","https://takeuforward.org/data-structure/reverse-words-in-a-string/"
"rotate-string","Q-398","Rotate String",5,"Strings [Basic and Medium]","Basic and Easy String Problems","Easy","https://leetcode.com/problems/rotate-string/","https://takeuforward.org/data-structure/check-if-one-string-is-rotation-of-another"
"count-number-of-substrings","Q-2394","Count Number of Substrings",5,"Strings [Basic and Medium]","Medium String Problems","Easy","","https://takeuforward.org/data-structure/count-number-of-substrings"
"maximum-nesting-depth-of-the-parentheses","Q-674","Maximum Nesting Depth of the Parentheses",5,"Strings [Basic and Medium]","Medium String Problems","Medium","https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/","https://takeuforward.org/data-structure/maximum-nesting-depth-of-parenthesis"
"reverse-every-word-in-a-string","Q-984","Reverse every word in a string",5,"Strings [Basic and Medium]","Medium String Problems","Medium","https://leetcode.com/problems/reverse-words-in-a-string/","https://takeuforward.org/data-structure/reverse-words-in-a-string/"
"roman-to-integer","Q-903","Roman to Integer",5,"Strings [Basic and Medium]","Medium String Problems","Medium","https://leetcode.com/problems/roman-to-integer/","https://takeuforward.org/data-structure/roman-numerals-to-integer"
"sort-characters-by-frequency","Q-399","Sort Characters by Frequency",5,"Strings [Basic and Medium]","Medium String Problems","Easy","https://leetcode.com/problems/sort-characters-by-frequency/","https://takeuforward.org/data-structure/sort-characters-by-frequency"
"string-to-integer-atoi","Q-974","String to Integer (atoi)",5,"Strings [Basic and Medium]","Medium String Problems","Medium","https://leetcode.com/problems/string-to-integer-atoi/","https://takeuforward.org/data-structure/recursive-implementation-of-atoi"
"sum-of-beauty-of-all-substrings","Q-993","Sum of Beauty of All Substrings",5,"Strings [Basic and Medium]","Medium String Problems","Medium","https://leetcode.com/problems/sum-of-beauty-of-all-substrings/","https://takeuforward.org/data-structure/sum-of-beauty-of-all-substring"
"deletion-of-the-head-of-ll","Q-352","Deletion of the head of LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","Easy","https://leetcode.com/problems/delete-node-in-a-linked-list/","https://takeuforward.org/data-structure/delete-last-node-of-linked-list/"
"find-the-length-of-the-linked-list","Q-470","Find the length of the Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","Easy","","https://takeuforward.org/linked-list/find-the-length-of-a-linked-list"
"insertion-at-the-head-of-linked-list","Q-356","Insertion at the head of Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","Easy","","https://takeuforward.org/linked-list/insert-at-the-head-of-a-linked-list"
"introduction-to-singly-linkedlist","Q-1237","Introduction to Singly LinkedList",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","Easy","","https://takeuforward.org/linked-list/linked-list-introduction"
"search-in-linked-list","Q-905","Search in Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","Medium","","https://takeuforward.org/linked-list/search-an-element-in-a-linked-list"
"delete-head-of-doubly-linked-list","Q-348","Delete head of Doubly Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","Easy","","https://takeuforward.org/data-structure/delete-last-node-of-a-doubly-linked-list/"
"insert-node-before-head-in-doubly-linked-list","Q-361","Insert node before head in Doubly Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","Easy","","https://takeuforward.org/data-structure/insert-at-end-of-doubly-linked-list/"
"introduction-to-doubly-ll","Q-1234","Introduction to Doubly LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","Easy","","https://takeuforward.org/linked-list/introduction-to-doubly-linked-list"
"reverse-a-doubly-linked-list","Q-900","Reverse a Doubly Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","Medium","","https://takeuforward.org/data-structure/reverse-a-doubly-linked-list/"
"add-one-to-a-number-represented-by-ll","Q-617","Add one to a number represented by LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","","https://takeuforward.org/data-structure/add-1-to-a-number-represented-by-ll"
"add-two-numbers-in-linked-list","Q-625","Add two numbers in Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/add-two-numbers/","https://takeuforward.org/data-structure/add-two-numbers-represented-as-linked-lists/"
"check-if-ll-is-palindrome-or-not","Q-2844","Check if LL is palindrome or not",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/palindrome-linked-list/","https://takeuforward.org/data-structure/check-if-given-linked-list-is-plaindrome/"
"delete-the-middle-node-in-ll","Q-619","Delete the middle node in LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/#:~:text=You%20are%20given%20the%20head,than%20or%20equal%20to%20x%20.","https://takeuforward.org/linked-list/delete-the-middle-node-of-the-linked-list"
"detect-a-loop-in-ll","Q-2845","Detect a loop in LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/linked-list-cycle/","https://takeuforward.org/data-structure/detect-a-cycle-in-a-linked-list/"
"find-the-intersection-point-of-y-ll","Q-2846","Find the intersection point of Y LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/intersection-of-two-linked-lists/","https://takeuforward.org/data-structure/find-intersection-of-two-linked-lists/"
"find-the-starting-point-in-ll","Q-2847","Find the starting point in LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/linked-list-cycle-ii/","https://takeuforward.org/data-structure/starting-point-of-loop-in-a-linked-list/"
"length-of-loop-in-ll","Q-623","Length of loop in LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","","https://takeuforward.org/linked-list/length-of-loop-in-linked-list"
"middle-of-a-linkedlist-tortoisehare-method","Q-2810","Middle of a LinkedList [TortoiseHare Method]",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","easy","https://leetcode.com/problems/middle-of-the-linked-list/","https://takeuforward.org/data-structure/find-middle-element-in-a-linked-list/"
"remove-nth-node-from-the-back-of-the-ll","Q-2849","Remove Nth node from the back of the LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/remove-nth-node-from-end-of-list/","https://takeuforward.org/data-structure/remove-n-th-node-from-the-end-of-a-linked-list/"
"reverse-a-linkedlist-iterative","Q-2850","Reverse a LinkedList [Iterative]",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/reverse-linked-list/","https://takeuforward.org/data-structure/reverse-a-linked-list/"
"reverse-a-ll","Q-627","Reverse a LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/reverse-linked-list/","https://takeuforward.org/data-structure/reverse-a-linked-list/"
"segregate-odd-and-even-nodes-in-linked-list","Q-628","Segregate odd and even nodes in Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","https://leetcode.com/problems/odd-even-linked-list/","https://takeuforward.org/data-structure/segregate-even-and-odd-nodes-in-linkedlist"
"sort-a-linked-list-of-0-s-1-s-and-2-s","Q-629","Sort a Linked List of 0's 1's and 2's",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Medium","","https://takeuforward.org/data-structure/sort-a-linked-list-of-0s-1s-and-2s-by-changing-links"
"sort-ll","Q-616","Sort LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","Hard","https://leetcode.com/problems/sort-list/","https://takeuforward.org/linked-list/sort-a-linked-list"
"delete-all-occurrences-of-a-key-in-dll","Q-609","Delete all occurrences of a key in DLL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","Hard","","https://takeuforward.org/data-structure/delete-all-occurrences-of-a-key-in-dll"
"find-pairs-with-given-sum-in-doubly-linked-list","Q-452","Find Pairs with Given Sum in Doubly Linked List",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","Medium","","https://takeuforward.org/data-structure/find-pairs-with-given-sum-in-doubly-linked-list"
"remove-duplicates-from-sorted-dll","Q-610","Remove duplicates from sorted DLL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","hard","","https://takeuforward.org/data-structure/remove-duplicates-from-sorted-dll"
"clone-a-ll-with-random-and-next-pointer","Q-611","Clone a LL with random and next pointer",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","Hard","https://leetcode.com/problems/copy-list-with-random-pointer/","https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/"
"flattening-of-ll","Q-2841","Flattening of LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","Hard","","https://takeuforward.org/data-structure/flattening-a-linked-list/"
"reverse-ll-in-group-of-given-size-k","Q-2842","Reverse LL in group of given size K",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","Hard","https://leetcode.com/problems/reverse-nodes-in-k-group/","https://takeuforward.org/data-structure/reverse-linked-list-in-groups-of-size-k/"
"rotate-a-ll","Q-2843","Rotate a LL",6,"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","Hard","https://leetcode.com/problems/rotate-list/description/","https://takeuforward.org/data-structure/rotate-a-linked-list/"
"count-good-numbers","Q-222","Count Good Numbers",7,"Recursion [PatternWise]","Get a Strong Hold","Medium","https://leetcode.com/problems/count-good-numbers/","https://takeuforward.org/data-structure/count-good-numbers"
"pow-x-n","Q-2855","Pow(x, n)",7,"Recursion [PatternWise]","Get a Strong Hold","Easy","https://leetcode.com/problems/powx-n/","https://takeuforward.org/data-structure/implement-powxn-x-raised-to-the-power-n/"
"recursive-implementation-of-atoi","Q-2862","Recursive Implementation of atoi()",7,"Recursion [PatternWise]","Get a Strong Hold","Medium","https://leetcode.com/problems/string-to-integer-atoi/","https://takeuforward.org/data-structure/recursive-implementation-of-atoi"
"reverse-a-stack","Q-901","Reverse a Stack",7,"Recursion [PatternWise]","Get a Strong Hold","Medium","","https://takeuforward.org/data-structure/reverse-a-stack-using-recursion"
"sort-a-stack-using-recursion","Q-2858","Sort a stack using recursion",7,"Recursion [PatternWise]","Get a Strong Hold","Medium","","https://takeuforward.org/data-structure/sort-a-stack"
"check-if-there-exists-a-subsequence-with-sum-k","Q-879","Check if there exists a subsequence with sum K",7,"Recursion [PatternWise]","Subsequences Pattern","Easy","","https://takeuforward.org/data-structure/check-if-there-exists-a-subsequence-with-sum-k"
"combination-sum","Q-864","Combination Sum",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","https://leetcode.com/problems/combination-sum/","https://takeuforward.org/data-structure/combination-sum-1/"
"combination-sum-ii","Q-865","Combination Sum II",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","https://leetcode.com/problems/combination-sum-ii/","https://takeuforward.org/data-structure/combination-sum-ii-find-all-unique-combinations/"
"combination-sum-iii","Q-866","Combination Sum III",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","https://leetcode.com/problems/combination-sum-iii/","https://takeuforward.org/data-structure/combination-sum-iii"
"count-all-subsequences-with-sum-k","Q-880","Count all subsequences with sum K",7,"Recursion [PatternWise]","Subsequences Pattern","Easy","","https://takeuforward.org/data-structure/count-all-subsequences-with-sum-k"
"generate-binary-strings-without-consecutive-1s","Q-493","Generate Binary Strings Without Consecutive 1s",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","","https://takeuforward.org/data-structure/generate-all-binary-strings"
"generate-parentheses","Q-876","Generate Parentheses",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","https://leetcode.com/problems/generate-parentheses/","https://takeuforward.org/data-structure/generate-parenthesis"
"learn-all-patterns-of-subsequences-theory","Q-2400","Learn All Patterns of Subsequences (Theory)",7,"Recursion [PatternWise]","Subsequences Pattern","Easy","","https://takeuforward.org/data-structure/learn-all-patterns-of-subsequences-theory"
"letter-combinations-of-a-phone-number","Q-875","Letter Combinations of a Phone Number",7,"Recursion [PatternWise]","Subsequences Pattern","Hard","https://leetcode.com/problems/letter-combinations-of-a-phone-number/","https://takeuforward.org/data-structure/letter-combinations-of-a-phone-number"
"power-set","Q-878","Power Set",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","","https://takeuforward.org/data-structure/power-set-print-all-the-possible-subsequences-of-the-string/"
"subsets-i","Q-867","Subsets I",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","","https://takeuforward.org/data-structure/subset-sum-sum-of-all-subsets/"
"subsets-ii","Q-868","Subsets II",7,"Recursion [PatternWise]","Subsequences Pattern","Medium","https://leetcode.com/problems/subsets-ii/","https://takeuforward.org/data-structure/subset-ii-print-all-the-unique-subsets/"
"expression-add-operators","Q-3","Expression Add Operators",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","https://leetcode.com/problems/expression-add-operators/","https://takeuforward.org/data-structure/expression-add-operators"
"m-coloring-problem","Q-869","M Coloring Problem",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","","https://takeuforward.org/data-structure/m-coloring-problem/"
"n-queen","Q-870","N Queen",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","https://leetcode.com/problems/n-queens/","https://takeuforward.org/data-structure/n-queen-problem-return-all-distinct-solutions-to-the-n-queens-puzzle/"
"rat-in-a-maze","Q-872","Rat in a Maze",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","","https://takeuforward.org/data-structure/rat-in-a-maze/"
"sudoku-solver","Q-873","Sudoku Solver",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","https://leetcode.com/problems/sudoku-solver/","https://takeuforward.org/data-structure/sudoku-solver/"
"word-search","Q-874","Word Search",7,"Recursion [PatternWise]","Trying out all Combos / Hard","Hard","https://leetcode.com/problems/word-search/","https://takeuforward.org/data-structure/word-search-leetcode/"
"check-if-a-number-is-odd-or-not","Q-171","Check if a Number is Odd or Not",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/check-if-a-number-is-odd-or-not"
"check-if-a-number-is-power-of-2-or-not","Q-172","Check if a Number is Power of 2 or Not",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","https://leetcode.com/problems/power-of-two/","https://takeuforward.org/data-structure/check-if-a-number-is-power-of-2-or-not"
"check-if-the-i-th-bit-is-set-or-not","Q-177","Check if the i-th bit is Set or Not",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/check-if-the-i-th-bit-is-set-or-not"
"count-the-number-of-set-bits","Q-243","Count the Number of Set Bits",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/count-the-number-of-set-bits"
"divide-two-numbers-without-multiplication-and-division","Q-140","Divide two numbers without multiplication and division",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Medium","https://leetcode.com/problems/divide-two-integers/","https://takeuforward.org/data-structure/divide-two-integers-without-using-multiplication-division-and-mod-operator"
"introduction-to-bits-and-tricks","Q-1155","Introduction to Bits and Tricks",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/introduction-to-bit-manipulation-theory"
"set-unset-the-rightmost-unset-bit","Q-2410","Set/Unset the rightmost unset bit",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/set-the-rightmost-bit"
"swap-two-numbers","Q-1005","Swap Two Numbers",8,"Bit Manipulation [Concepts & Problems]","Learn Bit Manipulation","Easy","","https://takeuforward.org/data-structure/swap-two-numbers"
"minimum-bit-flips-to-convert-number","Q-141","Minimum Bit Flips to Convert Number",8,"Bit Manipulation [Concepts & Problems]","Interview Problems","Medium","https://leetcode.com/problems/minimum-bit-flips-to-convert-number/","https://takeuforward.org/data-structure/count-number-of-bits-to-be-flipped-to-convert-a-to-b"
"power-set-bit-manipulation","Q-142","Power Set Bit Manipulation",8,"Bit Manipulation [Concepts & Problems]","Interview Problems","Medium","https://leetcode.com/problems/subsets/","https://takeuforward.org/bit-manipulation/power-set-bit-manipulation"
"single-number-i","Q-143","Single Number - I",8,"Bit Manipulation [Concepts & Problems]","Interview Problems","Medium","https://leetcode.com/problems/single-number/","https://takeuforward.org/arrays/find-the-number-that-appears-once-and-the-other-numbers-twice/"
"single-number-iii","Q-145","Single Number - III",8,"Bit Manipulation [Concepts & Problems]","Interview Problems","Medium","","https://takeuforward.org/data-structure/find-the-two-numbers-appearing-odd-number-of-times"
"xor-of-numbers-in-a-given-range","Q-146","XOR of numbers in a given range",8,"Bit Manipulation [Concepts & Problems]","Interview Problems","Medium","","https://takeuforward.org/data-structure/find-xor-of-numbers-from-l-to-r"
"count-primes-in-range-l-to-r","Q-651","Count primes in range L to R",8,"Bit Manipulation [Concepts & Problems]","Advanced Maths","Hard","https://leetcode.com/problems/count-primes/","https://takeuforward.org/data-structure/sieve-of-eratosthenes"
"divisors-of-a-number","Q-370","Divisors of a Number",8,"Bit Manipulation [Concepts & Problems]","Advanced Maths","Easy","","https://takeuforward.org/data-structure/print-all-divisors-of-a-given-number/"
"pow-x-n-877","Q-877","Pow(x,n)",8,"Bit Manipulation [Concepts & Problems]","Advanced Maths","Medium","https://leetcode.com/problems/powx-n/","https://takeuforward.org/data-structure/implement-powxn-x-raised-to-the-power-n/"
"prime-factorisation-of-a-number","Q-652","Prime factorisation of a Number",8,"Bit Manipulation [Concepts & Problems]","Advanced Maths","Hard","","https://takeuforward.org/data-structure/find-the-two-numbers-appearing-odd-number-of-times"
"print-prime-factors-of-a-number","Q-2853","Print Prime Factors of a Number",8,"Bit Manipulation [Concepts & Problems]","Advanced Maths","Hard","","https://takeuforward.org/data-structure/find-the-two-numbers-appearing-odd-number-of-times"
"balanced-paranthesis","Q-966","Balanced Paranthesis",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","https://leetcode.com/problems/valid-parentheses/","https://takeuforward.org/data-structure/check-for-balanced-parentheses/"
"implement-min-stack","Q-958","Implement Min Stack",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Hard","https://leetcode.com/problems/min-stack/","https://takeuforward.org/data-structure/implement-min-stack-o2n-and-on-space-complexity/"
"implement-queue-using-arrays","Q-387","Implement Queue using Arrays",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","","https://takeuforward.org/data-structure/implement-queue-using-array/"
"implement-queue-using-linkedlist","Q-388","Implement queue using Linkedlist",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","","https://takeuforward.org/data-structure/implement-queue-using-linked-list/"
"implement-queue-using-stack","Q-389","Implement Queue using Stack",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","https://leetcode.com/problems/implement-queue-using-stacks/","https://takeuforward.org/data-structure/implement-queue-using-stack/"
"implement-stack-using-arrays","Q-390","Implement Stack using Arrays",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","","https://takeuforward.org/data-structure/implement-stack-using-array/"
"implement-stack-using-linkedlist","Q-391","Implement stack using Linkedlist",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","","https://takeuforward.org/data-structure/implement-stack-using-linked-list/"
"implement-stack-using-queue","Q-392","Implement Stack using Queue",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Learning","Easy","https://leetcode.com/problems/implement-stack-using-queues/","https://takeuforward.org/data-structure/implement-stack-using-single-queue"
"infix-to-postfix-conversion","Q-586","Infix to Postfix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Medium","","https://takeuforward.org/data-structure/infix-to-postfix/"
"infix-to-prefix-conversion","Q-587","Infix to Prefix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Medium","","https://takeuforward.org/data-structure/infix-to-prefix/"
"postfix-to-infix-conversion","Q-824","Postfix to Infix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Easy","","https://takeuforward.org/data-structure/postfix-to-infix"
"postfix-to-prefix-conversion","Q-825","Postfix to Prefix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Medium","","https://takeuforward.org/data-structure/postfix-to-prefix-conversion"
"prefix-to-infix-conversion","Q-848","Prefix to Infix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Medium","","https://takeuforward.org/data-structure/prefix-to-infix-conversion"
"prefix-to-postfix-conversion","Q-849","Prefix to Postfix Conversion",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Prefix, Infix, PostFix Conversion Problems","Medium","","https://takeuforward.org/data-structure/prefix-to-postfix-conversion"
"asteroid-collision","Q-967","Asteroid Collision",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/asteroid-collision/","https://takeuforward.org/data-structure/asteroid-collision"
"largest-rectangle-in-a-histogram","Q-959","Largest rectangle in a histogram",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Hard","https://leetcode.com/problems/largest-rectangle-in-histogram/","https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/"
"maximum-rectangles","Q-962","Maximum Rectangles",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Hard","https://leetcode.com/problems/maximal-rectangle/","https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/"
"next-greater-element","Q-968","Next Greater Element",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/next-greater-element-i/","https://takeuforward.org/data-structure/next-greater-element-using-stack/"
"next-greater-element-2","Q-969","Next Greater Element - 2",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/next-greater-element-ii/","https://takeuforward.org/data-structure/next-greater-element-2"
"next-smaller-element","Q-768","Next Smaller Element",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","","https://takeuforward.org/data-structure/next-smaller-element"
"number-of-greater-elements-to-the-right","Q-285","Number of Greater Elements to the Right",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Easy","","https://takeuforward.org/data-structure/number-of-nges-to-the-right"
"remove-k-digits","Q-970","Remove K Digits",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/remove-k-digits/","https://takeuforward.org/data-structure/remove-k-digits"
"sum-of-subarray-minimums","Q-971","Sum of Subarray Minimums",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/sum-of-subarray-minimums/","https://takeuforward.org/data-structure/sum-of-subarray-minimums"
"sum-of-subarray-ranges","Q-972","Sum of Subarray Ranges",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Medium","https://leetcode.com/problems/sum-of-subarray-ranges/","https://takeuforward.org/data-structure/sum-of-subarray-ranges"
"trapping-rainwater","Q-965","Trapping Rainwater",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Monotonic Stack/Queue Problems [VVV. Imp]","Hard","https://leetcode.com/problems/trapping-rain-water/","https://takeuforward.org/data-structure/trapping-rainwater/"
"celebrity-problem","Q-957","Celebrity Problem",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","Hard","https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/","https://takeuforward.org/data-structure/celebrity-problem"
"lfu-cache","Q-960","LFU Cache",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","Hard","https://leetcode.com/problems/lfu-cache/","https://takeuforward.org/data-structure/lfu-cache"
"lru-cache","Q-961","LRU Cache",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","Medium","","https://takeuforward.org/data-structure/program-for-least-recently-used-lru-page-replacement-algorithm"
"sliding-window-maximum","Q-963","Sliding Window Maximum",9,"Stack and Queues [Learning, Pre-In-Post-fix, Monotonic Stack, Implementation]","Implementation Problems","Hard","https://leetcode.com/problems/sliding-window-maximum/","https://takeuforward.org/data-structure/sliding-window-maximum/"
